circuit_key,algorithm,size,circuit_kind,config_id,k,subset_key,backends,backend_labels,diversity_global,diversity_on_circuit,policy,scheme,online_weight_scheme,weights,per_backend_shots,per_backend_last_stability_tvd,per_backend_stop_reason,per_backend_stop_round,per_backend_checks_performed,adaptive_shots_total,reference_shots_total,shots_saved,ssr,max_backend_shots,parallel_ssr,tvd,aggregate_stop_reason,aggregate_stop_round,aggregate_last_stability_tvd,aggregate_checks_performed,aggregate_stable_checks,local_stopped_before_global_count,local_stopped_before_global_rate,active_backend_count_final,active_backend_count_by_round
dj_10_circuit,dj,10,circuit,b50_lb5_k1_eps0p005,1,fake_fez,"[""fake_fez""]","[""fez""]",,,local_only_offline_aggregate,uniform,not_applicable,[1.0],"{""fake_fez"": 2800}","{""fake_fez"": 0.004677871148459348}","{""fake_fez"": ""stable""}",{},"{""fake_fez"": 51}",2800,20000,17200,0.86,2800,0.86,0.02511428571428573,not_applicable,,,0,0,0,0.0,0,[]
dj_10_circuit,dj,10,circuit,b50_lb5_k1_eps0p005,1,fake_fez,"[""fake_fez""]","[""fez""]",,,local_only_offline_aggregate,shot_proportional,not_applicable,[1.0],"{""fake_fez"": 2800}","{""fake_fez"": 0.004677871148459348}","{""fake_fez"": ""stable""}",{},"{""fake_fez"": 51}",2800,20000,17200,0.86,2800,0.86,0.02511428571428573,not_applicable,,,0,0,0,0.0,0,[]
dj_10_circuit,dj,10,circuit,b50_lb5_k1_eps0p005,1,fake_fez,"[""fake_fez""]","[""fez""]",,,local_only_offline_aggregate,confidence,not_applicable,[1.0],"{""fake_fez"": 2800}","{""fake_fez"": 0.004677871148459348}","{""fake_fez"": ""stable""}",{},"{""fake_fez"": 51}",2800,20000,17200,0.86,2800,0.86,0.02511428571428573,not_applicable,,,0,0,0,0.0,0,[]
dj_10_circuit,dj,10,circuit,b50_lb5_k1_eps0p005,1,fake_fez,"[""fake_fez""]","[""fez""]",,,aggregate_only_sync,uniform,uniform_fixed,[1.0],"{""fake_fez"": 2800}","{""fake_fez"": NaN}","{""fake_fez"": ""running""}","{""fake_fez"": null}","{""fake_fez"": 0}",2800,20000,17200,0.86,2800,0.86,0.02511428571428573,aggregate_stable,56.0,0.004677871148459348,51,1,0,0.0,1,[]
dj_10_circuit,dj,10,circuit,b50_lb5_k1_eps0p005,1,fake_fez,"[""fake_fez""]","[""fez""]",,,aggregate_only_sync,shot_proportional,uniform_fixed,[1.0],"{""fake_fez"": 2800}","{""fake_fez"": NaN}","{""fake_fez"": ""running""}","{""fake_fez"": null}","{""fake_fez"": 0}",2800,20000,17200,0.86,2800,0.86,0.02511428571428573,aggregate_stable,56.0,0.004677871148459348,51,1,0,0.0,1,[]
dj_10_circuit,dj,10,circuit,b50_lb5_k1_eps0p005,1,fake_fez,"[""fake_fez""]","[""fez""]",,,aggregate_only_sync,confidence,uniform_fixed,[1.0],"{""fake_fez"": 2800}","{""fake_fez"": NaN}","{""fake_fez"": ""running""}","{""fake_fez"": null}","{""fake_fez"": 0}",2800,20000,17200,0.86,2800,0.86,0.02511428571428573,aggregate_stable,56.0,0.004677871148459348,51,1,0,0.0,1,[]
dj_10_circuit,dj,10,circuit,b50_lb5_k1_eps0p005,1,fake_fez,"[""fake_fez""]","[""fez""]",,,hierarchical_local_aggregate,uniform,uniform_fixed,[1.0],"{""fake_fez"": 2800}","{""fake_fez"": 0.004677871148459348}","{""fake_fez"": ""stable""}","{""fake_fez"": 56}","{""fake_fez"": 51}",2800,20000,17200,0.86,2800,0.86,0.02511428571428573,aggregate_stable,56.0,0.004677871148459348,51,1,0,0.0,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
dj_10_circuit,dj,10,circuit,b50_lb5_k1_eps0p005,1,fake_fez,"[""fake_fez""]","[""fez""]",,,hierarchical_local_aggregate,shot_proportional,uniform_fixed,[1.0],"{""fake_fez"": 2800}","{""fake_fez"": 0.004677871148459348}","{""fake_fez"": ""stable""}","{""fake_fez"": 56}","{""fake_fez"": 51}",2800,20000,17200,0.86,2800,0.86,0.02511428571428573,aggregate_stable,56.0,0.004677871148459348,51,1,0,0.0,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
dj_10_circuit,dj,10,circuit,b50_lb5_k1_eps0p005,1,fake_fez,"[""fake_fez""]","[""fez""]",,,hierarchical_local_aggregate,confidence,uniform_fixed,[1.0],"{""fake_fez"": 2800}","{""fake_fez"": 0.004677871148459348}","{""fake_fez"": ""stable""}","{""fake_fez"": 56}","{""fake_fez"": 51}",2800,20000,17200,0.86,2800,0.86,0.02511428571428573,aggregate_stable,56.0,0.004677871148459348,51,1,0,0.0,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
dj_10_circuit,dj,10,circuit,b50_lb5_k1_eps0p005,1,fake_kyiv,"[""fake_kyiv""]","[""kyiv""]",,,local_only_offline_aggregate,uniform,not_applicable,[1.0],"{""fake_kyiv"": 4500}","{""fake_kyiv"": 0.004862745098039189}","{""fake_kyiv"": ""stable""}",{},"{""fake_kyiv"": 85}",4500,20000,15500,0.775,4500,0.775,0.029733333333333375,not_applicable,,,0,0,0,0.0,0,[]
dj_10_circuit,dj,10,circuit,b50_lb5_k1_eps0p005,1,fake_kyiv,"[""fake_kyiv""]","[""kyiv""]",,,local_only_offline_aggregate,shot_proportional,not_applicable,[1.0],"{""fake_kyiv"": 4500}","{""fake_kyiv"": 0.004862745098039189}","{""fake_kyiv"": ""stable""}",{},"{""fake_kyiv"": 85}",4500,20000,15500,0.775,4500,0.775,0.029733333333333375,not_applicable,,,0,0,0,0.0,0,[]
dj_10_circuit,dj,10,circuit,b50_lb5_k1_eps0p005,1,fake_kyiv,"[""fake_kyiv""]","[""kyiv""]",,,local_only_offline_aggregate,confidence,not_applicable,[1.0],"{""fake_kyiv"": 4500}","{""fake_kyiv"": 0.004862745098039189}","{""fake_kyiv"": ""stable""}",{},"{""fake_kyiv"": 85}",4500,20000,15500,0.775,4500,0.775,0.029733333333333375,not_applicable,,,0,0,0,0.0,0,[]
dj_10_circuit,dj,10,circuit,b50_lb5_k1_eps0p005,1,fake_kyiv,"[""fake_kyiv""]","[""kyiv""]",,,aggregate_only_sync,uniform,uniform_fixed,[1.0],"{""fake_kyiv"": 4500}","{""fake_kyiv"": NaN}","{""fake_kyiv"": ""running""}","{""fake_kyiv"": null}","{""fake_kyiv"": 0}",4500,20000,15500,0.775,4500,0.775,0.029733333333333375,aggregate_stable,90.0,0.004862745098039189,85,1,0,0.0,1,[]
dj_10_circuit,dj,10,circuit,b50_lb5_k1_eps0p005,1,fake_kyiv,"[""fake_kyiv""]","[""kyiv""]",,,aggregate_only_sync,shot_proportional,uniform_fixed,[1.0],"{""fake_kyiv"": 4500}","{""fake_kyiv"": NaN}","{""fake_kyiv"": ""running""}","{""fake_kyiv"": null}","{""fake_kyiv"": 0}",4500,20000,15500,0.775,4500,0.775,0.029733333333333375,aggregate_stable,90.0,0.004862745098039189,85,1,0,0.0,1,[]
dj_10_circuit,dj,10,circuit,b50_lb5_k1_eps0p005,1,fake_kyiv,"[""fake_kyiv""]","[""kyiv""]",,,aggregate_only_sync,confidence,uniform_fixed,[1.0],"{""fake_kyiv"": 4500}","{""fake_kyiv"": NaN}","{""fake_kyiv"": ""running""}","{""fake_kyiv"": null}","{""fake_kyiv"": 0}",4500,20000,15500,0.775,4500,0.775,0.029733333333333375,aggregate_stable,90.0,0.004862745098039189,85,1,0,0.0,1,[]
